,order_id,customer_id,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,customer_name,customer_segment,order_details_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,product_id,product_name,product_category,product_subcategory,product_manufacturer
804,CA-2015-131002,759,2015-09-07,Tulsa,Oklahoma,Central,United States,74133.0,2015-09-12,Second Class,Tom Boeckenhauer,Consumer,805,6,0.0,214.0,0.26,822,26,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,3M
805,CA-2015-131009,691,2015-03-01,El Paso,Texas,Central,United States,79907.0,2015-03-05,Standard Class,Shahid Collister,Consumer,806,5,0.2,-4.0,-0.19,19,1289,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,Other
806,CA-2015-131009,691,2015-03-01,El Paso,Texas,Central,United States,79907.0,2015-03-05,Standard Class,Shahid Collister,Consumer,807,6,0.6,-35.0,-0.55,64,484,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,DAX
807,CA-2015-131009,691,2015-03-01,El Paso,Texas,Central,United States,79907.0,2015-03-05,Standard Class,Shahid Collister,Consumer,808,3,0.2,-23.0,-0.18,130,634,Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies,Storage,Fellowes
808,CA-2015-131009,691,2015-03-01,El Paso,Texas,Central,United States,79907.0,2015-03-05,Standard Class,Shahid Collister,Consumer,809,6,0.3,0.0,0.0,362,792,Harbour Creations Steel Folding Chair,Furniture,Chairs,Other
809,CA-2015-131051,754,2015-12-01,San Francisco,California,West,United States,94122.0,2015-12-05,Standard Class,Toby Ritter,Consumer,810,3,0.0,29.0,0.49,58,675,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings,Other
810,CA-2015-131247,314,2015-03-30,San Francisco,California,West,United States,94110.0,2015-04-04,Standard Class,Guy Armstrong,Consumer,811,2,0.15,-12.0,-0.06,206,1196,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,O'Sullivan
811,CA-2015-131310,170,2015-07-12,Seattle,Washington,West,United States,98115.0,2015-07-18,Standard Class,Clay Ludtke,Consumer,812,4,0.2,4.0,0.34,11,1443,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,Other
812,CA-2015-131310,170,2015-07-12,Seattle,Washington,West,United States,98115.0,2015-07-18,Standard Class,Clay Ludtke,Consumer,813,4,0.2,14.0,0.11,123,1374,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,SAFCO
813,CA-2015-131387,57,2015-04-28,San Francisco,California,West,United States,94122.0,2015-04-30,First Class,Arianne Irving,Consumer,814,5,0.2,126.0,0.08,1680,1393,Samsung Galaxy Mega 6.3,Technology,Phones,Samsung
814,CA-2015-131450,460,2015-08-08,San Diego,California,West,United States,92024.0,2015-08-15,Standard Class,Lena Radford,Consumer,815,2,0.0,22.0,0.29,76,663,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,Fellowes
815,CA-2015-131450,460,2015-08-08,San Diego,California,West,United States,92024.0,2015-08-15,Standard Class,Lena Radford,Consumer,816,8,0.0,92.0,0.28,328,481,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,Dana
816,CA-2015-131450,460,2015-08-08,San Diego,California,West,United States,92024.0,2015-08-15,Standard Class,Lena Radford,Consumer,817,5,0.2,56.0,0.13,446,153,AT&T 1070 Corded Phone,Technology,Phones,AT&T
817,CA-2015-131450,460,2015-08-08,San Diego,California,West,United States,92024.0,2015-08-15,Standard Class,Lena Radford,Consumer,818,3,0.2,435.0,0.36,1200,1453,Sharp AL-1530CS Digital Copier,Technology,Copiers,Sharp
818,CA-2015-131527,751,2015-12-01,Jacksonville,North Carolina,South,United States,28540.0,2015-12-07,Standard Class,Toby Braunhardt,Consumer,819,4,0.2,10.0,0.1,96,344,"BlueLounge Milo Smartphone Stand, White/Metallic",Technology,Phones,Other
819,CA-2015-131541,146,2015-07-28,Apopka,Florida,South,United States,32712.0,2015-07-28,Same Day,Chloris Kastensmidt,Consumer,820,5,0.2,5.0,0.36,14,1219,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Fasteners,Other
820,CA-2015-131541,146,2015-07-28,Apopka,Florida,South,United States,32712.0,2015-07-28,Same Day,Chloris Kastensmidt,Consumer,821,7,0.2,17.0,0.34,49,5,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,Other
821,CA-2015-131541,146,2015-07-28,Apopka,Florida,South,United States,32712.0,2015-07-28,Same Day,Chloris Kastensmidt,Consumer,822,6,0.2,13.0,0.1,130,483,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,Other
822,CA-2015-131800,64,2015-12-30,New York City,New York,East,United States,10035.0,2016-01-04,Standard Class,Astrea Jones,Consumer,823,7,0.2,13.0,0.36,35,412,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Office Supplies,Binders,Cardinal
823,CA-2015-131800,64,2015-12-30,New York City,New York,East,United States,10035.0,2016-01-04,Standard Class,Astrea Jones,Consumer,824,3,0.0,31.0,0.25,123,952,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,Kensington
824,CA-2015-131905,563,2015-02-06,Chesapeake,Virginia,South,United States,23320.0,2015-02-09,First Class,Neil Ducich,Corporate,825,4,0.0,7.0,0.48,15,188,Avery 480,Office Supplies,Labels,Avery
825,CA-2015-131905,563,2015-02-06,Chesapeake,Virginia,South,United States,23320.0,2015-02-09,First Class,Neil Ducich,Corporate,826,5,0.0,42.0,0.29,145,159,AT&T CL82213,Technology,Phones,AT&T
826,CA-2015-131905,563,2015-02-06,Chesapeake,Virginia,South,United States,23320.0,2015-02-09,First Class,Neil Ducich,Corporate,827,1,0.0,42.0,0.26,162,33,Aastra 57i VoIP phone,Technology,Phones,Other
827,CA-2015-131926,231,2015-06-01,Lakeville,Minnesota,Central,United States,55044.0,2015-06-06,Second Class,Dianna Wilson,Home Office,828,4,0.0,12.0,0.48,26,1808,Xerox 205,Office Supplies,Paper,Xerox
828,CA-2015-131926,231,2015-06-01,Lakeville,Minnesota,Central,United States,55044.0,2015-06-06,Second Class,Dianna Wilson,Home Office,829,6,0.0,24.0,0.5,48,97,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,Adams
829,CA-2015-131926,231,2015-06-01,Lakeville,Minnesota,Central,United States,55044.0,2015-06-06,Second Class,Dianna Wilson,Home Office,830,2,0.0,42.0,0.25,167,1388,Safco Steel Mobile File Cart,Office Supplies,Storage,SAFCO
830,CA-2015-131926,231,2015-06-01,Lakeville,Minnesota,Central,United States,55044.0,2015-06-06,Second Class,Dianna Wilson,Home Office,831,5,0.0,496.0,0.33,1503,853,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,Office Supplies,Appliances,Honeywell
831,CA-2015-131926,231,2015-06-01,Lakeville,Minnesota,Central,United States,55044.0,2015-06-06,Second Class,Dianna Wilson,Home Office,832,7,0.0,581.0,0.29,2002,744,Global Deluxe High-Back Manager's Chair,Furniture,Chairs,Global
832,CA-2015-131947,397,2015-09-17,Springfield,Oregon,West,United States,97477.0,2015-09-22,Standard Class,Joseph Airdo,Consumer,833,2,0.2,0.0,0.09,5,1127,Newell 313,Office Supplies,Art,Newell
833,CA-2015-131947,397,2015-09-17,Springfield,Oregon,West,United States,97477.0,2015-09-22,Standard Class,Joseph Airdo,Consumer,834,5,0.7,-22.0,-0.73,30,1284,Plantronics Single Ear Headset,Technology,Machines,Plantronics
834,CA-2015-131947,397,2015-09-17,Springfield,Oregon,West,United States,97477.0,2015-09-22,Standard Class,Joseph Airdo,Consumer,835,3,0.2,5.0,0.13,38,347,Boston 16701 Slimline Battery Pencil Sharpener,Office Supplies,Art,Boston
835,CA-2015-131947,397,2015-09-17,Springfield,Oregon,West,United States,97477.0,2015-09-22,Standard Class,Joseph Airdo,Consumer,836,5,0.2,13.0,0.33,40,1355,Riverleaf Stik-Withit Designer Note Cubes,Office Supplies,Paper,Other
836,CA-2015-131947,397,2015-09-17,Springfield,Oregon,West,United States,97477.0,2015-09-22,Standard Class,Joseph Airdo,Consumer,837,10,0.2,17.0,0.3,56,1606,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,Verbatim
837,CA-2015-131947,397,2015-09-17,Springfield,Oregon,West,United States,97477.0,2015-09-22,Standard Class,Joseph Airdo,Consumer,838,6,0.2,46.0,0.31,149,1758,Xerox 1960,Office Supplies,Paper,Xerox
838,CA-2015-132010,532,2015-10-13,Richmond,Virginia,South,United States,23223.0,2015-10-15,First Class,Michelle Arnett,Home Office,839,3,0.0,7.0,0.47,15,1650,Wilson Jones Standard D-Ring Binders,Office Supplies,Binders,Wilson Jones
839,CA-2015-132010,532,2015-10-13,Richmond,Virginia,South,United States,23223.0,2015-10-15,First Class,Michelle Arnett,Home Office,840,2,0.0,4.0,0.19,23,1403,SanDisk Cruzer 16 GB USB Flash Drive,Technology,Accessories,SanDisk
840,CA-2015-132010,532,2015-10-13,Richmond,Virginia,South,United States,23223.0,2015-10-15,First Class,Michelle Arnett,Home Office,841,5,0.0,17.0,0.48,36,1253,Pastel Pink Envelopes,Office Supplies,Envelopes,Other
841,CA-2015-132010,532,2015-10-13,Richmond,Virginia,South,United States,23223.0,2015-10-15,First Class,Michelle Arnett,Home Office,842,4,0.0,6.0,0.02,315,1485,Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies,Storage,Space Solutions
842,CA-2015-132227,668,2015-11-04,New York City,New York,East,United States,10011.0,2015-11-10,Standard Class,Sam Zeldin,Home Office,843,4,0.2,19.0,0.36,52,47,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Office Supplies,Binders,Acco
843,CA-2015-132451,418,2015-09-26,San Diego,California,West,United States,92105.0,2015-09-27,First Class,Karen Ferguson,Home Office,844,3,0.0,9.0,0.48,19,1821,Xerox 217,Office Supplies,Paper,Xerox
844,CA-2015-132451,418,2015-09-26,San Diego,California,West,United States,92105.0,2015-09-27,First Class,Karen Ferguson,Home Office,845,3,0.2,73.0,0.13,586,833,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,Hon
845,CA-2015-132500,297,2015-09-08,San Francisco,California,West,United States,94110.0,2015-09-12,Standard Class,Gary Zandusky,Consumer,846,2,0.0,8.0,0.17,50,1034,Logitech Wireless Touch Keyboard K400,Technology,Accessories,Logitech
846,CA-2015-132542,24,2015-10-06,Omaha,Nebraska,Central,United States,68104.0,2015-10-08,Second Class,Alice McCarthy,Corporate,847,2,0.0,8.0,0.5,15,720,GBC VeloBinder Strips,Office Supplies,Binders,GBC
847,CA-2015-132612,286,2015-06-09,Harrisonburg,Virginia,South,United States,22801.0,2015-06-11,Second Class,Frank Olsen,Consumer,848,7,0.0,245.0,0.17,1441,311,Bevis 44 x 96 Conference Tables,Furniture,Tables,Bevis
848,CA-2015-132787,541,2015-09-19,Seattle,Washington,West,United States,98115.0,2015-09-23,Standard Class,Mike Caudle,Corporate,849,6,0.0,25.0,0.27,93,502,"Decoflex Hanging Personal Folder File, Blue",Office Supplies,Storage,Decoflex
849,CA-2015-132801,386,2015-10-07,Dallas,Texas,Central,United States,75217.0,2015-10-12,Standard Class,John Grady,Corporate,850,10,0.2,11.0,0.1,107,652,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,Fellowes
850,CA-2015-132864,425,2015-12-02,Columbus,Ohio,East,United States,43229.0,2015-12-07,Standard Class,Katherine Nockton,Corporate,851,5,0.2,30.0,0.25,120,915,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,Imation
851,CA-2015-132913,6,2015-12-24,San Diego,California,West,United States,92037.0,2015-12-26,First Class,Adam Shillingsburg,Consumer,852,1,0.0,4.0,0.26,14,290,Belkin 7-Outlet SurgeMaster Home Series,Office Supplies,Appliances,Belkin
852,CA-2015-132962,368,2015-09-13,Philadelphia,Pennsylvania,East,United States,19143.0,2015-09-16,First Class,Jessica Myrick,Consumer,853,3,0.2,5.0,0.35,16,1784,Xerox 1985,Office Supplies,Paper,Xerox
853,CA-2015-132962,368,2015-09-13,Philadelphia,Pennsylvania,East,United States,19143.0,2015-09-16,First Class,Jessica Myrick,Consumer,854,5,0.2,54.0,0.21,252,890,Hypercom P1300 Pinpad,Technology,Accessories,Other
854,CA-2015-132983,211,2015-04-28,Jamestown,New York,East,United States,14701.0,2015-05-03,Standard Class,David Smith,Corporate,855,2,0.0,58.0,0.36,160,1011,Logitech G600 MMO Gaming Mouse,Technology,Accessories,Logitech
855,CA-2015-133158,212,2015-08-19,Los Angeles,California,West,United States,90045.0,2015-08-21,Second Class,David Wiener,Corporate,856,2,0.2,23.0,0.33,69,1426,Satellite Sectional Post Binders,Office Supplies,Binders,Other
856,CA-2015-133158,212,2015-08-19,Los Angeles,California,West,United States,90045.0,2015-08-21,Second Class,David Wiener,Corporate,857,7,0.0,26.0,0.09,289,506,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,Deflect-o
857,CA-2015-133228,513,2015-04-04,Detroit,Michigan,Central,United States,48205.0,2015-04-09,Standard Class,Maurice Satty,Consumer,858,1,0.0,2.0,0.43,5,107,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,Advantus
858,CA-2015-133228,513,2015-04-04,Detroit,Michigan,Central,United States,48205.0,2015-04-09,Standard Class,Maurice Satty,Consumer,859,4,0.0,24.0,0.3,79,1133,Newell 319,Office Supplies,Art,Newell
859,CA-2015-133270,119,2015-06-06,Rochester,New York,East,United States,14609.0,2015-06-09,First Class,Bryan Mills,Consumer,860,2,0.0,5.0,0.37,13,1416,Sanford Liquid Accent Highlighters,Office Supplies,Art,Sanford
860,CA-2015-133305,496,2015-07-11,New York City,New York,East,United States,10011.0,2015-07-15,Standard Class,Mark Hamilton,Consumer,861,5,0.2,6.0,0.35,18,1119,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders,Newell
861,CA-2015-133305,496,2015-07-11,New York City,New York,East,United States,10011.0,2015-07-15,Standard Class,Mark Hamilton,Consumer,862,4,0.0,23.0,0.47,49,1671,Xerox 1881,Office Supplies,Paper,Xerox
862,CA-2015-133354,721,2015-02-22,Moreno Valley,California,West,United States,92553.0,2015-02-24,First Class,Sue Ann Reed,Consumer,863,3,0.0,9.0,0.48,19,1825,Xerox 220,Office Supplies,Paper,Xerox
863,CA-2015-133389,751,2015-06-22,Phoenix,Arizona,West,United States,85023.0,2015-06-22,Same Day,Toby Braunhardt,Consumer,864,3,0.7,-6.0,-0.73,8,1489,SpineVue Locking Slant-D Ring Binders by Cardinal,Office Supplies,Binders,Other
864,CA-2015-133424,239,2015-03-30,Seattle,Washington,West,United States,98105.0,2015-04-04,Standard Class,Dorris liebe,Corporate,865,3,0.0,0.0,0.0,16,1514,Sterilite Show Offs Storage Containers,Office Supplies,Storage,Sterilite
865,CA-2015-133424,239,2015-03-30,Seattle,Washington,West,United States,98105.0,2015-04-04,Standard Class,Dorris liebe,Corporate,866,3,0.0,22.0,0.5,44,199,Avery 490,Office Supplies,Labels,Avery
866,CA-2015-133543,443,2015-12-22,San Jose,California,West,United States,95123.0,2015-12-26,Standard Class,Khloe Miller,Consumer,867,4,0.0,3.0,0.27,12,1148,Newell 332,Office Supplies,Art,Newell
867,CA-2015-133592,424,2015-12-31,Providence,Rhode Island,East,United States,2908.0,2016-01-07,Standard Class,Katherine Murray,Home Office,868,3,0.0,7.0,0.47,15,1768,Xerox 1970,Office Supplies,Paper,Xerox
868,CA-2015-133592,424,2015-12-31,Providence,Rhode Island,East,United States,2908.0,2016-01-07,Standard Class,Katherine Murray,Home Office,869,4,0.0,92.0,0.47,196,1710,Xerox 1917,Office Supplies,Paper,Xerox
869,CA-2015-133592,424,2015-12-31,Providence,Rhode Island,East,United States,2908.0,2016-01-07,Standard Class,Katherine Murray,Home Office,870,2,0.0,79.0,0.23,342,1436,Sauder Inglewood Library Bookcases,Furniture,Bookcases,Sauder
870,CA-2015-133592,424,2015-12-31,Providence,Rhode Island,East,United States,2908.0,2016-01-07,Standard Class,Katherine Murray,Home Office,871,6,0.0,151.0,0.25,606,753,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,Global
871,CA-2015-133592,424,2015-12-31,Providence,Rhode Island,East,United States,2908.0,2016-01-07,Standard Class,Katherine Murray,Home Office,872,4,0.0,743.0,0.44,1688,1283,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,Plantronics
872,CA-2015-133634,715,2015-11-05,Arlington,Virginia,South,United States,22204.0,2015-11-10,Standard Class,Steven Roelle,Home Office,873,3,0.0,16.0,0.34,48,1060,Maxell 4.7GB DVD-RW 3/Pack,Technology,Accessories,Maxell
873,CA-2015-133690,117,2015-08-03,Denver,Colorado,West,United States,80219.0,2015-08-05,First Class,Bruce Stewart,Consumer,874,1,0.2,0.0,0.11,3,366,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,Other
874,CA-2015-133690,117,2015-08-03,Denver,Colorado,West,United States,80219.0,2015-08-05,First Class,Bruce Stewart,Consumer,875,2,0.5,-162.0,-0.74,219,364,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,Other
875,CA-2015-133704,532,2015-09-20,Los Angeles,California,West,United States,90004.0,2015-09-26,Standard Class,Michelle Arnett,Home Office,876,3,0.2,7.0,0.33,20,900,Ibico Plastic and Wire Spiral Binding Combs,Office Supplies,Binders,Ibico
876,CA-2015-133704,532,2015-09-20,Los Angeles,California,West,United States,90004.0,2015-09-26,Standard Class,Michelle Arnett,Home Office,877,4,0.0,12.0,0.27,44,1502,Staple holder,Office Supplies,Appliances,Staple holder
877,CA-2015-133753,126,2015-06-09,Huntsville,Texas,Central,United States,77340.0,2015-06-13,Second Class,Carl Weiss,Home Office,878,1,0.2,1.0,0.08,8,1491,Square Credit Card Reader,Technology,Phones,Square
878,CA-2015-133753,126,2015-06-09,Huntsville,Texas,Central,United States,77340.0,2015-06-13,Second Class,Carl Weiss,Home Office,879,2,0.2,10.0,0.16,64,1020,Logitech M510 Wireless Mouse,Technology,Accessories,Logitech
879,CA-2015-133753,126,2015-06-09,Huntsville,Texas,Central,United States,77340.0,2015-06-13,Second Class,Carl Weiss,Home Office,880,2,0.2,6.0,0.09,70,346,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,Boston
880,CA-2015-133809,501,2015-11-18,Fairfield,Ohio,East,United States,45014.0,2015-11-23,Second Class,MaryBeth Skach,Consumer,881,2,0.4,-2.0,-0.22,10,1290,PNY Rapid USB Car Charger - Black,Technology,Phones,Other
881,CA-2015-133809,501,2015-11-18,Fairfield,Ohio,East,United States,45014.0,2015-11-23,Second Class,MaryBeth Skach,Consumer,882,8,0.7,-9.0,-0.73,12,1316,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,Pressboard
882,CA-2015-133830,640,2015-12-05,Los Angeles,California,West,United States,90045.0,2015-12-10,Standard Class,Rob Lucas,Consumer,883,3,0.0,7.0,0.48,15,109,Advantus Plastic Paper Clips,Office Supplies,Fasteners,Advantus
883,CA-2015-133830,640,2015-12-05,Los Angeles,California,West,United States,90045.0,2015-12-10,Standard Class,Rob Lucas,Consumer,884,9,0.0,12.0,0.45,26,1304,Prang Colored Pencils,Office Supplies,Art,Prang
884,CA-2015-133830,640,2015-12-05,Los Angeles,California,West,United States,90045.0,2015-12-10,Standard Class,Rob Lucas,Consumer,885,4,0.0,23.0,0.47,49,1728,Xerox 1933,Office Supplies,Paper,Xerox
885,CA-2015-133851,162,2015-06-09,San Francisco,California,West,United States,94122.0,2015-06-16,Standard Class,Chuck Magee,Consumer,886,2,0.0,0.0,0.02,7,1504,Staple remover,Office Supplies,Supplies,Staple remover
886,CA-2015-133851,162,2015-06-09,San Francisco,California,West,United States,94122.0,2015-06-16,Standard Class,Chuck Magee,Consumer,887,2,0.0,11.0,0.46,23,512,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,Other
887,CA-2015-133963,300,2015-05-18,Dallas,Texas,Central,United States,75220.0,2015-05-22,Second Class,George Ashbrook,Consumer,888,1,0.2,1.0,0.36,4,1745,Xerox 1949,Office Supplies,Paper,Xerox
888,CA-2015-134061,455,2015-04-29,Rochester,New York,East,United States,14609.0,2015-05-04,Standard Class,Lauren Leatherbury,Consumer,889,2,0.0,6.0,0.34,17,486,Dax Clear Box Frame,Furniture,Furnishings,DAX
889,CA-2015-134103,545,2015-01-30,Detroit,Michigan,Central,United States,48234.0,2015-02-04,Standard Class,Mike Vittorini,Consumer,890,2,0.0,5.0,0.45,11,1770,Xerox 1972,Office Supplies,Paper,Xerox
890,CA-2015-134103,545,2015-01-30,Detroit,Michigan,Central,United States,48234.0,2015-02-04,Standard Class,Mike Vittorini,Consumer,891,2,0.0,7.0,0.03,230,1484,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,Space Solutions
891,CA-2015-134215,492,2015-08-04,Bangor,Maine,East,United States,4401.0,2015-08-08,Standard Class,Marina Lichtenstein,Corporate,892,2,0.0,28.0,0.27,102,611,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,Eureka
892,CA-2015-134215,492,2015-08-04,Bangor,Maine,East,United States,4401.0,2015-08-08,Standard Class,Marina Lichtenstein,Corporate,893,9,0.0,105.0,0.41,255,1058,Maxell 4.7GB DVD-R,Technology,Accessories,Maxell
893,CA-2015-134215,492,2015-08-04,Bangor,Maine,East,United States,4401.0,2015-08-08,Standard Class,Marina Lichtenstein,Corporate,894,13,0.0,125.0,0.48,260,1480,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,Southworth
894,CA-2015-134278,260,2015-07-06,New York City,New York,East,United States,10011.0,2015-07-08,First Class,Emily Phan,Consumer,895,1,0.2,175.0,0.31,560,400,Canon Imageclass D680 Copier / Fax,Technology,Copiers,Canon
895,CA-2015-134313,660,2015-11-01,Denver,Colorado,West,United States,80219.0,2015-11-07,Standard Class,Russell Applegate,Consumer,896,3,0.2,4.0,0.1,43,1102,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,Other
896,CA-2015-134313,660,2015-11-01,Denver,Colorado,West,United States,80219.0,2015-11-07,Standard Class,Russell Applegate,Consumer,897,4,0.2,248.0,0.13,1984,450,ClearOne CHATAttach 160 - speaker phone,Technology,Phones,ClearOne
897,CA-2015-134551,765,2015-12-20,Columbia,Tennessee,South,United States,38401.0,2015-12-25,Standard Class,Tony Sayre,Consumer,898,5,0.2,9.0,0.35,26,1621,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),Office Supplies,Paper,Other
898,CA-2015-134551,765,2015-12-20,Columbia,Tennessee,South,United States,38401.0,2015-12-25,Standard Class,Tony Sayre,Consumer,899,7,0.2,4.0,0.09,44,858,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,Hoover
899,CA-2015-134551,765,2015-12-20,Columbia,Tennessee,South,United States,38401.0,2015-12-25,Standard Class,Tony Sayre,Consumer,900,3,0.2,75.0,0.11,663,1372,SAFCO Arco Folding Chair,Furniture,Chairs,SAFCO
900,CA-2015-134572,690,2015-04-20,Houston,Texas,Central,United States,77070.0,2015-04-22,Second Class,Seth Vernon,Consumer,901,5,0.2,6.0,0.13,45,1269,"Personal Folder Holder, Ebony",Office Supplies,Storage,Other
901,CA-2015-134572,690,2015-04-20,Houston,Texas,Central,United States,77070.0,2015-04-22,Second Class,Seth Vernon,Consumer,902,2,0.3,-132.0,-0.33,402,1357,Riverside Furniture Stanwyck Manor Table Series,Furniture,Tables,Riverside
902,CA-2015-134572,690,2015-04-20,Houston,Texas,Central,United States,77070.0,2015-04-22,Second Class,Seth Vernon,Consumer,903,5,0.3,-96.0,-0.13,744,378,Bush Advantage Collection Round Conference Table,Furniture,Tables,Bush
903,CA-2015-134621,225,2015-12-21,Columbia,Tennessee,South,United States,38401.0,2015-12-28,Standard Class,Dennis Pardue,Home Office,904,2,0.7,-15.0,-0.8,18,901,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,Ibico
904,CA-2015-134677,789,2015-10-06,San Diego,California,West,United States,92024.0,2015-10-10,Standard Class,Xylona Preis,Consumer,905,3,0.0,2.0,0.21,9,924,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,Technology,Accessories,Imation
905,CA-2015-134726,716,2015-11-02,Seattle,Washington,West,United States,98115.0,2015-11-07,Second Class,Steven Ward,Corporate,906,2,0.0,15.0,0.36,42,1063,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,Maxell
906,CA-2015-134726,716,2015-11-02,Seattle,Washington,West,United States,98115.0,2015-11-07,Second Class,Steven Ward,Corporate,907,1,0.2,5.0,0.09,53,1402,Samsung Rugby III,Technology,Phones,Samsung
907,CA-2015-135090,727,2015-11-22,Los Angeles,California,West,United States,90036.0,2015-11-26,Standard Class,Susan Pistek,Consumer,908,9,0.0,24.0,0.45,54,1686,Xerox 1895,Office Supplies,Paper,Xerox
908,CA-2015-135405,521,2015-01-09,Laredo,Texas,Central,United States,78041.0,2015-01-13,Standard Class,Melanie Seite,Consumer,909,2,0.2,1.0,0.13,9,1126,Newell 312,Office Supplies,Art,Newell
909,CA-2015-135405,521,2015-01-09,Laredo,Texas,Central,United States,78041.0,2015-01-13,Standard Class,Melanie Seite,Consumer,910,3,0.2,10.0,0.31,31,1080,Memorex Micro Travel Drive 8 GB,Technology,Accessories,Memorex
910,CA-2015-135608,374,2015-12-08,Olympia,Washington,West,United States,98502.0,2015-12-10,Second Class,Jim Karlsson,Consumer,911,2,0.0,21.0,0.46,46,1761,Xerox 1964,Office Supplies,Paper,Xerox
911,CA-2015-135608,374,2015-12-08,Olympia,Washington,West,United States,98502.0,2015-12-10,Second Class,Jim Karlsson,Consumer,912,5,0.2,45.0,0.08,604,529,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs,DMI
912,CA-2015-135657,714,2015-06-03,Seattle,Washington,West,United States,98115.0,2015-06-07,Second Class,Steven Cartwright,Consumer,913,6,0.0,113.0,0.22,516,964,KI Adjustable-Height Table,Furniture,Tables,KI
913,CA-2015-135699,333,2015-08-29,San Francisco,California,West,United States,94110.0,2015-08-29,Same Day,Hilary Holden,Corporate,914,2,0.0,6.0,0.48,13,1785,Xerox 1986,Office Supplies,Paper,Xerox
914,CA-2015-135699,333,2015-08-29,San Francisco,California,West,United States,94110.0,2015-08-29,Same Day,Hilary Holden,Corporate,915,2,0.0,54.0,0.49,110,1736,Xerox 1940,Office Supplies,Paper,Xerox
915,CA-2015-135755,560,2015-05-03,Yonkers,New York,East,United States,10701.0,2015-05-10,Standard Class,Nathan Cano,Consumer,916,3,0.2,4.0,0.36,11,238,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,Avery
916,CA-2015-135755,560,2015-05-03,Yonkers,New York,East,United States,10701.0,2015-05-10,Standard Class,Nathan Cano,Consumer,917,3,0.2,15.0,0.36,40,698,GBC Poly Designer Binding Covers,Office Supplies,Binders,GBC
917,CA-2015-135993,588,2015-05-28,Seattle,Washington,West,United States,98115.0,2015-06-02,Standard Class,Patrick Jones,Corporate,918,4,0.0,2.0,0.08,28,914,Imation 30456 USB Flash Drive 8GB,Technology,Accessories,Imation
